,name,size
32937,(2001 DL73),3.852
32938,(2001 DM74),6.664
32939,(2001 DD76),2.054
32940,Davidpatterson (2001 DB77),1.503
32941,(2001 DD87),3.733
32942,(2001 DE88),2.484
32943,(2001 DJ88),2.029
32944,(2001 DL88),3.957
32945,(2001 DT91),8.163
32946,(2001 DH92),6.494
32947,(2001 DY99),9.881
32948,(2001 EJ),10.564
32949,(2001 EK1),7.139
32950,(2001 EK3),2.256
32951,Robertschottland (2001 EH4),6.342
32952,(2001 EJ5),5.413
32953,(2001 EB7),4.425
32954,(2001 EV9),2.688
32955,(2001 EB10),6.825
32956,Aaronkingery (2001 ED10),7.952
32957,(2001 EU10),4.594
32958,(2001 EL11),3.04
32959,(2001 EN11),8.268
32960,(2001 EC14),3.781
32961,(2001 ES15),5.695
32962,(2001 EP16),3.158
32963,(2001 EL17),7.713
32964,(2001 FB),1.974
32965,(2001 FD6),6.29
32966,(2001 FK8),10.548
32967,(2001 FR9),5.476
32968,(2001 FQ12),7.125
32969,(2001 FR12),6.267
32970,(2001 FG23),10.035
32971,(2001 FR24),4.048
32972,(2001 FT29),3.458
32973,(2001 FX29),3.463
32974,(2001 FP33),6.173
32975,(2001 FY33),3.068
32976,(2001 FU34),2.668
32977,(2001 FB36),6.256
32978,(2001 FW37),3.437
32979,(2001 FU40),2.957
32980,(2001 FB43),6.307
32981,(2001 FN45),3.754
32982,(2001 FS45),3.689
32983,(2001 FQ46),3.237
32984,(2001 FW47),3.113
32985,(2001 FF56),4.392
32986,(2001 FN56),11.525
32987,(2001 FR56),7.481
32988,(2001 FV56),5.292
32989,(2001 FU57),4.419
32990,(2001 FN58),8.493
32991,(2001 FC63),3.501
32992,(2001 FP64),4.741
32993,(2001 FK66),4.698
32994,(2001 FJ67),10.201
32995,(2001 FS68),6.947
32996,(2001 FL70),11.141
32997,(2001 FS70),2.725
32998,(2001 FZ72),4.346
32999,(2001 FO73),7.372
33000,(2001 FE78),11.106
33001,(2001 FM78),2.888
33002,(2001 FZ79),3.777
33003,(2001 FF80),5.816
33004,(2001 FQ92),3.597
33005,(2001 FX94),2.84
33006,(2001 FW97),11.317
33007,(2001 FA98),8.471
33008,(2001 FD98),3.544
33009,(2001 FM113),3.668
33010,(2001 FH119),3.78
33011,(2001 FM120),3.869
33012,(2001 FF124),4.125
33013,(2001 FS124),2.206
33014,(2001 FW126),4.135
33015,(2001 FN135),7.079
33016,(2001 FV135),5.751
33017,(2001 FG141),2.688
33018,(2001 FM144),6.47
33019,(2001 FH145),7.664
33020,(2001 FK146),3.851
33021,(2001 FS147),3.219
33022,(2001 FX147),2.873
33023,(2001 FE148),2.969
33024,(2001 FR151),3.481
33025,(2001 FC155),8.351
33026,(2001 FV155),3.417
33027,(2001 FS156),3.27
33028,Gicquel (2001 FB160),6.47
33029,(2001 FK160),9.915
33030,(2001 FO161),5.937
33031,(2001 FD162),4.402
33032,(2001 FX166),3.411
33033,(2001 FX170),5.497
33034,(2001 FK171),3.368
33035,(2001 FK176),2.369
33036,(2001 FV177),4.866
33037,(2001 FB187),3.163
33038,(2001 FW189),7.848
33039,(2001 GP),5.292
33040,(2001 GJ5),10.803
33041,(2001 GN10),6.151
33042,(2001 GV10),6.568
33043,(2001 HP2),6.998
33044,(2001 HQ2),11.099
33045,(2001 HZ2),5.809
33046,(2001 HQ3),2.742
33047,(2001 HZ4),3.338
33048,(2001 HM5),16.494
33049,(2001 HS7),4.582
33050,(2001 HF9),2.365
33051,(2001 HK9),6.22
33052,(2001 HX9),9.184
33053,(2001 HA10),5.121
33054,(2001 HB10),4.236
33055,(2001 HX10),3.683
33056,(2001 HT11),3.321
33057,(2001 HG12),4.541
33058,(2001 HQ12),4.893
33059,(2001 HR12),4.583
33060,(2001 HU15),12.676
33061,(2001 HU20),5.925
33062,(2001 HX20),9.337
33063,(2001 HG22),4.295
33064,(2001 HM22),12.633
33065,(2001 HQ22),6.139
33066,(2001 HP28),9.778
33067,(2001 HO31),6.922
33068,(2001 HH32),11.958
33069,(2001 HW34),6.929
33070,(2001 HB36),5.204
33071,(2001 HZ36),13.412
33072,(2001 HR40),3.077
33073,(2001 HF44),10.658
33074,(2001 HR45),3.405
33075,(2001 HC46),8.06
33076,(2001 HX47),4.176
33077,(2001 HH48),16.011
33078,(2001 HB50),3.816
33079,(2001 HR55),3.117
33080,(2001 HJ56),4.565
33081,(2001 HA58),4.906
33082,(2001 HW62),7.323
33083,(2001 HE63),4.982
33084,(2001 HO64),3.894
33085,(2001 HX64),2.985
33086,(2001 JU3),6.839
33087,(2001 JW3),9.146
33088,Jeffhall (2001 JH7),8.394
33089,(2001 KM),9.263
33090,(2001 KU26),4.077
33091,(2001 KE29),5.219
33092,(2001 KU33),4.625
33093,(2001 KD36),7.242
33094,(2001 KR37),5.996
33095,(2001 KJ41),9.505
33096,(2001 KK43),6.959
33097,(2001 KY51),2.83
33098,(2001 KN54),4.139
33099,(2001 KY56),6.468
33100,(2001 KF58),5.679
33101,(2001 KR65),4.019
33102,(2001 KP70),7.579
33103,(2001 KU71),8.05
33104,(2001 MK13),4.376
33105,(2001 MU18),5.027
33106,(2001 MR24),15.348
33107,(2001 MW27),7.236
33108,(2001 OY5),9.571
33109,(2001 OZ44),11.234
33110,(2001 OZ62),4.261
33111,(2001 OW71),7.828
33112,(2001 OX104),4.699
33113,(2001 QA2),8.963
33114,(2001 QQ11),5.394
33115,(2001 QF20),4.01
33116,(2001 QO25),6.724
33117,(2001 QK29),2.661
33118,(2001 QN53),5.465
33119,(2001 QO74),4.598
33120,(2001 QY74),2.324
33121,(2001 QO84),4.361
33122,(2001 QD99),6.237
33123,(2001 QH115),7.451
33124,(2001 QW119),4.487
33125,(2001 QZ130),12.681
33126,(2001 QU148),3.019
33127,(2001 QU161),3.781
33128,(2001 QW232),5.566
33129,(2001 QQ234),5.621
33130,(2001 QD276),8.482
33131,(2001 QS276),7.07
33132,(2001 QA296),3.741
33133,(2001 RG67),7.141
33134,(2001 RE76),3.176
33135,(2001 RF80),7.382
33136,(2001 RU81),4.035
33137,(2001 RE89),5.682
33138,(2001 SC53),9.562
33139,(2001 SP110),4.075
33140,(2001 SV123),5.947
33141,(2001 SC136),5.248
33142,(2001 SM140),3.619
33143,(2001 SH180),8.735
33144,(2001 SD226),6.572
33145,(2001 SZ266),3.2
33146,(2001 TY8),6.861
33147,(2001 TQ65),9.684
33148,(2001 TQ75),2.129
33149,(2001 TQ104),7.14
33150,(2001 TR105),9.25
33151,(2001 TO118),10.368
33152,(2001 UX34),6.393
33153,(2001 UA66),7.72
33154,(2001 VY43),2.251
33155,(2001 VG67),3.789
33156,(2001 VA123),2.956
33157,(2001 WZ13),6.672
33158,(2001 XD3),1.786
33159,(2001 XX7),9.506
33160,(2001 XD17),3.294
33161,(2001 XP85),5.63
33162,(2001 XC114),2.295
33163,(2001 XA152),2.943
33164,(2001 XE215),2.952
33165,(2001 XH246),1.846
33166,(2001 YJ45),2.944
33167,(2001 YJ97),1.939
33168,Bertola (2002 AO6),2.707
33169,(2002 CT4),2.063
33170,(2002 DB16),4.968
33171,(2002 EV20),4.175
33172,(2002 EC74),4.721
33173,(2002 FO3),4.72
33174,(2002 GS68),3.401
33175,(2002 JS12),3.133
33176,(2002 JH23),2.888
33177,(2002 JO33),4.312
33178,(2002 JR34),3.672
33179,(2002 JZ35),2.712
33180,(2002 JP44),3.096
33181,(2002 JG58),3.995
33182,(2002 JS59),8.149
33183,(2002 JO63),1.879
33184,(2002 JL65),7.959
33185,(2002 JR65),4.589
33186,(2002 JK143),3.261
33187,(2002 KY4),2.298
33188,(2002 LH5),15.042
33189,(2002 LX12),3.39
33190,(2002 LS27),2.382
33191,Keithtritton (2002 LK35),14.347
33192,(2002 LW43),4.457
33193,(2829 P-L),3.052
33194,(3039 P-L),6.15
33195,(3050 P-L),11.012
33196,(3097 P-L),8.637
33197,(4013 P-L),6.554
33198,(4029 P-L),1.968
33199,(4166 P-L),5.569
33200,(4244 P-L),2.745
33201,(4540 P-L),9.893
33202,(6105 P-L),4.021
33203,(6179 P-L),2.249
33204,(6602 P-L),1.484
33205,(6622 P-L),6.367
33206,(9572 P-L),4.934
33207,(9607 P-L),5.158
33208,(1160 T-1),11.51
33209,(2155 T-1),7.526
33210,(3109 T-1),2.287
33211,(3204 T-1),3.336
33212,(1097 T-2),4.505
33213,(1198 T-2),3.328
33214,(1460 T-2),5.977
33215,(1549 T-2),5.822
33216,(3322 T-2),2.464
33217,(4156 T-2),2.151
33218,(5070 T-2),8.498
33219,(1023 T-3),2.184
33220,(1032 T-3),6.379
33221,(1088 T-3),3.081
33222,(1123 T-3),4.018
33223,(1157 T-3),5.941
33224,(2214 T-3),2.907
33225,(2409 T-3),3.295
33226,(4356 T-3),5.354
33227,(1951 QD),8.239
33228,(1978 VW5),2.824
33229,(1978 VM7),2.395
33230,(1979 ME3),5.673
33231,(1979 MJ3),6.16
33232,(1979 MS7),2.97
33233,(1979 OH10),7.76
33234,(1980 UG1),6.569
33235,(1981 EB8),2.909
33236,(1981 ED9),1.934
33237,(1981 EN13),2.434
33238,(1981 EO23),4.299
33239,(1981 EJ40),4.786
33240,(1981 EV45),5.878
33241,(1981 UC26),9.318
33242,Viktortikhonov (1982 UE12),5.667
33243,(1984 SM6),4.946
33244,(1987 AD),6.443
33245,(1988 RY12),4.973
33246,(1989 GE3),9.219
33247,(1989 SK1),5.881
33248,(1989 SZ13),3.59
33249,(1990 SZ8),3.764
33250,(1991 FU3),3.075
33251,(1991 PC1),1.436
33252,(1991 RQ),4.71
33253,Oken (1991 RY3),9.009
33254,(1991 RA11),21.536
33255,(1991 RW21),6.513
33256,Stevenlee (1991 SL),2.111
33257,(1991 TK8),2.75
33258,(1992 AJ1),5.757
33259,(1992 DE8),1.995
33260,(1992 DS9),2.953
33261,(1992 EP10),4.91
33262,(1992 EK12),2.58
33263,(1992 EC14),4.526
33264,Ryouichiirie (1992 GC),4.282
33265,(1992 RR3),2.007
33266,(1992 RN6),4.853
33267,(1992 UJ1),2.149
33268,(1992 WU),3.025
33269,(1992 WP1),9.119
33270,(1992 WS1),14.154
33271,Marinawatanabe (1992 YP),2.688
33272,(1992 YP1),2.496
33273,(1992 YP3),8.369
33274,(1993 DK2),2.683
33275,(1993 FP10),5.56
33276,(1993 FG14),2.751
33277,(1993 FP34),9.227
33278,(1993 FY41),3.173
33279,(1993 OY12),5.789
33280,Besixdouze (1993 TQ1),2.064
33281,(1993 TH4),4.277
33282,(1993 TA17),6.226
33283,(1993 TV27),7.075
33284,(1994 AM),7.567
33285,(1994 BD1),2.373
33286,(1994 CF16),8.222
33287,(1994 EL1),3.861
33288,(1994 GV10),5.064
33289,(1994 PD27),4.973
33290,(1994 PS38),15.629
33291,(1994 TQ3),12.437
33292,RISE (1994 TN15),3.1
33293,(1994 VH1),3.615
33294,(1994 VR2),5.61
33295,(1994 WK2),7.907
33296,(1994 WJ12),4.773
33297,(1995 BO3),5.882
33298,(1995 BN4),10.161
33299,(1995 DU),5.737
33300,(1995 FU4),4.545
33301,Yanase (1995 KM),6.036
33302,(1995 OP1),6.973
33303,(1995 OC8),2.979
33304,(1995 SN4),3.626
33305,(1995 SE33),1.793
33306,(1995 UB8),5.307
33307,(1996 BB5),7.384
33308,(1996 BM17),3.049
33309,(1996 FD),5.253
33310,(1996 HM2),8.464
33311,Wangyongzhi (1996 LK),8.702
33312,(1996 NU),20.49
33313,(1996 OA),8.634
33314,(1996 PY8),4.303
33315,(1996 QO),7.97
33316,(1996 RF29),18.107
33317,(1996 TK6),6.758
33318,(1996 TZ8),14.896
33319,(1996 TE30),2.702
33320,(1997 AN5),2.746
33321,(1997 AX8),1.784
33322,(1997 AN23),1.78
33323,Taormina (1997 CW1),3.034
33324,(1997 CT25),1.84
33325,(1997 FH3),2.355
33326,(1997 FP4),2.341
33327,(1997 HF7),2.078
33328,(1997 NX),2.58
33329,(1997 NY5),7.838
33330,(1997 NK6),7.076
33331,Plantade (1997 PJ),5.726
33332,(1997 QW3),6.281
33333,Ireneadler (1997 RA1),5.889
33334,(1997 SU7),5.157
33335,(1997 SS13),6.816
33336,(1997 SA22),8.716
33337,Hidekimatsuyama (1997 SN25),4.801
33338,(1997 SJ29),5.935
33339,(1997 SJ31),6.534
33340,(1997 TY16),12.841
33341,(1997 TD19),3.969
33342,(1997 TL25),7.72
33343,(1997 UG1),7.933
33344,(1997 UD21),5.586
33345,Anpanman (1997 VO),8.07
33346,(1997 VF1),6.403
33347,(1997 WM15),6.754
33348,(1997 WQ15),6.86
33349,(1997 WE36),9.225
33350,(1997 WP38),9.675
33351,(1997 WK47),5.208
33352,(1998 BX24),2.638
33353,(1998 DF9),2.077
33354,(1998 FD30),2.658
33355,(1998 FM35),4.569
33356,(1998 FP55),2.22
33357,(1998 FK65),2.579
33358,(1998 FE79),6.413
33359,(1998 FN109),2.918
33360,(1998 FX115),3.309
33361,(1998 HY5),1.705
33362,(1998 HD8),2.239
33363,(1998 HZ12),2.355
33364,(1998 HO30),2.823
33365,(1998 HC42),2.286
33366,(1998 HR51),2.177
33367,(1998 HL129),4.882
33368,(1998 HP139),2.336
33369,(1998 HK153),5.986
33370,Phinney (1998 JP),2.202
33371,(1998 KH27),4.485
33372,(1998 KD47),2.686
33373,(1998 KK47),3.16
33374,(1998 KY47),2.629
33375,(1998 KQ64),3.054
33376,(1998 KS64),3.058
33377,(1998 MR13),4.297
33378,(1998 MV31),3.865
33379,(1998 MQ32),4.456
33380,(1998 QQ1),5.47
33381,(1998 QE19),2.41
33382,(1998 QW22),2.677
33383,(1998 QN24),2.281
33384,(1998 QO37),2.539
33385,(1998 QC41),4.171
33386,(1998 QR44),2.968
33387,(1998 QJ73),3.803
33388,(1998 QP74),3.719
33389,(1998 QE75),4.228
33390,(1998 QV86),5.064
33391,(1998 QW87),2.604
33392,(1998 QN91),8.63
33393,(1998 QM93),4.271
33394,(1998 QF100),6.954
33395,(1998 QP101),4.1
33396,(1998 QZ101),5.407
33397,(1998 QC103),4.366
33398,(1998 QD104),4.514
33399,(1998 RD4),3.548
33400,(1998 RC5),3.002
33401,(1998 RU5),2.934
33402,(1998 RL9),2.267
33403,(1998 RT15),2.993
33404,(1998 RV29),3.949
33405,(1998 RD43),4.9
33406,(1998 RK48),2.834
33407,(1998 RJ51),4.832
33408,(1998 RG52),4.498
33409,(1998 RX52),2.34
33410,(1998 RP55),3.08
33411,(1998 RW57),2.357
33412,(1998 RQ60),5.525
33413,(1998 RY60),3.954
33414,(1998 RG63),3.459
33415,(1998 RT63),3.704
33416,(1998 RG66),2.811
33417,(1998 RQ70),7.231
33418,(1998 RF72),4.1
33419,(1998 RM72),2.083
33420,(1998 RD74),5.826
33421,(1998 RX74),6.432
33422,(1998 RK75),6.287
33423,(1998 SA),2.735
33424,(1998 SC),9.432
33425,Suzanedwards (1998 SX12),6.981
33426,(1998 SS27),16.091
33427,(1998 SW59),1.845
33428,(1998 SZ60),2.305
33429,(1998 SP62),5.981
33430,(1998 SN67),7.706
33431,(1998 SA71),3.718
33432,(1998 SK74),4.917
33433,(1998 SQ74),4.183
33434,(1998 SL75),4.827
33435,(1998 SZ99),3.457
33436,(1998 SO102),9.209
33437,(1998 SB107),3.005
33438,(1998 SR111),4.713
33439,(1998 SL117),4.182
33440,(1998 SQ118),3.245
33441,(1998 SQ119),1.862
33442,(1998 SB121),6.275
33443,(1998 SS121),5.337
33444,(1998 SD129),3.166
33445,(1998 ST130),3.935
33446,(1998 SC132),2.102
33447,(1998 SD132),2.842
33448,(1998 SJ132),5.78
33449,(1998 SN134),5.997
33450,(1998 SR134),5.875
33451,(1998 SJ135),2.911
33452,(1998 SP137),5.409
33453,(1998 SE138),6.941
33454,(1998 SV138),3.864
33455,(1998 SA140),2.888
33456,(1998 SC140),3.606
33457,(1998 SE140),3.532
33458,Krakow (1998 SE144),6.037
33459,(1998 SW156),3.406
33460,(1998 SQ160),3.544
33461,(1998 SA163),3.847
33462,(1998 SC167),6.523
33463,(1998 TJ5),3.418
33464,(1998 TO5),7.927
33465,(1998 TY6),6.522
33466,(1998 TZ17),8.471
33467,(1998 TE27),4.255
33468,(1998 TO28),2.954
33469,(1998 TL29),4.95
33470,(1998 TA35),5.643
33471,(1998 UF7),3.674
33472,Chengmaolan (1998 UP8),4.011
33473,(1998 UL10),3.617
33474,(1998 UL16),2.448
33475,(1998 UW16),6.615
33476,(1998 UY16),6.361
33477,(1998 UD20),7.232
33478,(1998 UZ26),4.185
33479,(1998 UZ27),8.532
33480,(1998 UJ40),4.49
33481,(1998 VU3),5.688
33482,(1998 VE4),4.189
33483,(1998 VM5),3.135
33484,(1998 VP9),7.247
33485,(1998 VK14),4.617
33486,(1998 VV19),4.131
33487,(1998 VX29),3.478
33488,(1998 VG31),3.778
33489,(1998 VO31),12.102
33490,(1998 VG32),3.665
33491,(1998 VX38),3.858
33492,(1998 VW53),4.659
33493,(1998 VP54),4.483
33494,(1998 WP1),5.849
33495,(1998 WM2),3.502
33496,(1998 WB3),9.845
33497,(1998 WO3),7.394
33498,(1998 WP3),3.901
33499,(1998 WX3),4.042
33500,Mcpainter (1998 WS7),3.48
33501,Seandaniel (1998 WK9),4.03
33502,(1998 WM9),6.718
33503,(1998 WX12),6.766
33504,(1998 WW18),5.124
33505,(1998 WN20),12.512
33506,(1998 XH1),4.245
33507,(1998 XX1),3.495
33508,(1998 XH5),8.505
33509,(1998 XP7),9.819
33510,(1998 XM12),4.957
33511,(1998 XX20),6.489
33512,(1998 XZ43),7.763
33513,(1998 XH52),8.428
33514,(1998 XX52),5.138
33515,(1998 XC55),4.116
33516,(1998 XN57),7.5
33517,(1998 XB62),1.713
33518,(1998 XJ62),4.679
33519,(1998 XC73),6.151
33520,(1998 XO77),3.985
33521,(1998 XM79),6.709
33522,(1998 XP95),6.787
33523,(1998 XV95),10.312
33524,(1998 YB),9.81
33525,(1998 YV),9.829
33526,Yuji (1998 YC1),12.556
33527,(1998 YS2),15.838
33528,(1998 YA7),5.194
33529,(1998 YV9),6.658
33530,(1998 YA15),3.858
33531,(1998 YG22),4.504
33532,(1999 AW2),6.183
33533,(1999 AY3),3.918
33534,(1999 AB7),4.634
33535,(1999 AJ7),3.217
33536,(1999 AP9),5.257
33537,(1999 AF21),5.134
33538,(1999 AW21),2.097
33539,(1999 AQ25),7.628
33540,(1999 AX25),10.517
33541,(1999 AE26),9.836
33542,(1999 BB10),4.226
33543,(1999 BP12),3.898
33544,(1999 BT12),9.497
33545,(1999 BQ28),6.052
33546,(1999 CD18),7.587
33547,(1999 CJ18),8.179
33548,(1999 CB22),6.115
33549,(1999 CM37),8.273
33550,(1999 CQ37),7.27
33551,(1999 CK44),6.6
33552,(1999 CP48),8.715
33553,(1999 CZ54),12.161
33554,(1999 CD57),10.36
33555,(1999 CH62),14.73
33556,(1999 CL64),9.933
33557,(1999 CE72),6.719
33558,(1999 CG85),2.376
33559,(1999 CZ88),4.271
33560,(1999 CS91),7.732
33561,(1999 CS99),7.309
33562,(1999 CM100),7.969
33563,(1999 CH101),5.789
33564,(1999 CJ103),6.343
33565,(1999 CZ115),11.548
33566,(1999 CR118),5.695
33567,(1999 CT127),4.729
33568,(1999 CA133),5.786
33569,(1999 CD154),10.294
33570,(1999 EA3),8.902
33571,(1999 FJ22),7.97
33572,(1999 FS35),13.235
33573,(1999 GN9),16.486
33574,(1999 GL37),7.285
33575,(1999 HB3),2.625
33576,(1999 LQ2),1.409
33577,Faulkes (1999 PY),3.489
33578,(1999 RZ18),5.002
33579,(1999 RN25),4.075
33580,(1999 RX34),2.652
33581,(1999 RV88),4.396
33582,(1999 RB92),1.652
33583,(1999 RD132),5.181
33584,(1999 RE160),1.671
33585,Ticino (1999 TX13),4.779
33586,(1999 TM14),1.481
33587,(1999 TP27),3.891
33588,(1999 TE33),1.764
33589,(1999 TC95),2.484
33590,(1999 TK113),9.993
33591,(1999 TV119),1.651
33592,(1999 TB123),1.342
33593,(1999 TX127),2.398
33594,(1999 TC146),3.01
33595,(1999 TK172),2.96
33596,(1999 TX290),2.208
33597,(1999 TZ319),7.112
33598,Heatherkoehler (1999 UU41),7.035
33599,(1999 VR8),2.197
33600,(1999 VW10),3.742
33601,(1999 VJ12),4.061
33602,(1999 VE19),3.781
33603,(1999 VS24),2.071
33604,(1999 VR38),1.906
33605,(1999 VP49),6.054
33606,(1999 VN50),3.195
33607,(1999 VS50),4.977
33608,(1999 VY50),2.115
33609,(1999 VJ65),4.414
33610,(1999 VA70),4.144
33611,(1999 VA72),4.185
33612,(1999 VJ81),6.373
33613,(1999 VH90),1.956
33614,(1999 VJ119),3.902
33615,(1999 VH135),4.11
33616,(1999 VN151),4.553
33617,(1999 VO173),4.779
33618,(1999 VO203),2.525
33619,(1999 WN4),5.481
33620,(1999 WU7),5.364
33621,(1999 XP5),3.273
33622,(1999 XG8),2.661
33623,(1999 XM12),4.977
33624,(1999 XO13),4.489
33625,(1999 XS19),1.889
33626,(1999 XD22),2.804
33627,(1999 XQ23),1.57
33628,(1999 XZ25),2.963
33629,(1999 XQ31),4.548
33630,(1999 XT34),3.748
33631,(1999 XH38),2.582
33632,(1999 XK39),1.819
33633,(1999 XL45),2.704
33634,(1999 XM45),3.24
33635,(1999 XZ47),1.743
33636,(1999 XJ48),2.794
33637,(1999 XB59),4.699
33638,(1999 XG75),2.285
33639,(1999 XX75),3.281
33640,(1999 XH78),6.033
33641,(1999 XJ90),7.627
33642,(1999 XW90),2.138
33643,(1999 XT91),4.031
33644,(1999 XX91),3.603
33645,(1999 XW94),10.325
33646,(1999 XY94),6.091
33647,(1999 XN96),4.29
33648,(1999 XC98),5.033
33649,(1999 XX98),3.182
33650,(1999 XG99),2.201
33651,(1999 XX99),4.27
33652,(1999 XX101),6.807
33653,(1999 XF103),1.797
33654,(1999 XY103),5.572
33655,(1999 XK106),3.419
33656,(1999 XA107),2.537
33657,(1999 XE110),2.988
33658,(1999 XB115),4.016
33659,(1999 XE135),1.771
33660,(1999 XZ136),1.672
33661,(1999 XR144),2.548
33662,(1999 XN147),4.333
33663,(1999 XD154),4.084
33664,(1999 XE160),4.589
33665,(1999 XR168),2.343
33666,(1999 XE169),3.714
33667,(1999 XA172),2.586
33668,(1999 XN172),6.193
33669,(1999 XT175),3.625
33670,(1999 XB176),3.258
33671,(1999 XD176),4.359
33672,(1999 XK176),9.591
33673,(1999 XM176),4.238
33674,(1999 XD177),2.788
33675,(1999 XB178),3.906
33676,(1999 XG193),1.827
33677,(1999 XA205),4.424
33678,(1999 XQ206),3.784
33679,(1999 XW213),1.658
33680,(1999 XM215),2.923
33681,(1999 XR221),1.891
33682,(1999 XK227),1.71
33683,(1999 XZ231),7.086
33684,(1999 XF234),4.841
33685,(1999 XR238),4.164
33686,(1999 XQ241),3.18
33687,(1999 XG242),7.06
33688,(1999 YM3),4.713
33689,Mayatoyoshima (1999 YJ9),2.233
33690,(2000 AF),2.451
33691,(2000 AH5),2.962
33692,(2000 AW10),2.497
33693,(2000 AE12),3.827
33694,(2000 AT13),2.693
33695,(2000 AJ17),4.749
33696,(2000 AO22),4.478
33697,(2000 AY35),5.283
33698,(2000 AV41),2.685
33699,(2000 AD43),5.724
33700,(2000 AU43),2.02
33701,(2000 AH50),2.156
33702,(2000 AN54),3.567
33703,(2000 AQ58),3.861
33704,(2000 AL60),4.204
33705,(2000 AN60),9.449
33706,(2000 AS66),6.638
33707,(2000 AW66),4.574
33708,(2000 AQ69),4.785
33709,(2000 AK79),3.589
33710,(2000 AW84),2.193
33711,(2000 AJ90),6.087
33712,(2000 AO96),5.741
33713,(2000 AY96),4.959
33714,(2000 AF97),5.91
33715,(2000 AD98),8.816
33716,(2000 AA99),2.141
33717,(2000 AB102),3.362
33718,(2000 AR113),3.412
33719,(2000 AZ113),4.63
33720,(2000 AZ118),3.005
33721,(2000 AO124),5.518
33722,(2000 AE126),3.434
33723,(2000 AS126),3.569
33724,(2000 AM128),8.304
33725,(2000 AR128),12.803
33726,(2000 AN130),6.626
33727,(2000 AM136),5.494
33728,(2000 AL137),13.102
33729,(2000 AP137),10.28
33730,(2000 AU137),5.259
33731,(2000 AK143),9.451
33732,(2000 AD144),10.214
33733,(2000 AA147),5.18
33734,(2000 AW149),3.179
33735,(2000 AU150),5.136
33736,(2000 AW155),2.986
33737,(2000 AP159),7.262
33738,(2000 AM162),3.431
33739,(2000 AT162),4.032
33740,(2000 AK167),3.953
33741,(2000 AF171),3.362
33742,(2000 AN178),1.78
33743,(2000 AO179),4.371
33744,(2000 AW182),3.215
33745,(2000 AA192),4.251
33746,(2000 AM201),2.34
33747,(2000 AY201),5.945
33748,(2000 AY202),4.393
33749,(2000 AD203),4.4
33750,(2000 AO203),5.183
33751,(2000 AF204),7.56
33752,(2000 AQ204),4.699
33753,(2000 AK207),6.878
33754,(2000 AK214),4.476
33755,(2000 AR215),2.764
33756,(2000 AB216),5.569
33757,(2000 AF227),8.403
33758,(2000 AC231),6.497
33759,(2000 AT237),6.392
33760,(2000 AN242),4.383
33761,(2000 AE243),9.175
33762,(2000 AN251),8.389
33763,(2000 BP12),9.395
33764,(2000 BO14),10.988
33765,(2000 BT22),7.011
33766,(2000 BC26),8.978
33767,(2000 BC27),5.801
33768,Johnpursch (2000 BW28),3.907
33769,(2000 BO29),4.646
33770,(2000 BB49),4.682
33771,(2000 BS49),2.733
33772,Kendomanik (2000 CX),9.253
33773,(2000 CA21),6.669
33774,(2000 CT29),6.499
33775,(2000 CE30),6.58
33776,(2000 CF30),2.099
33777,(2000 CO36),11.894
33778,(2000 CE37),5.653
33779,Susanbrew (2000 CP40),4.713
33780,(2000 CU40),5.465
33781,(2000 CV42),5.356
33782,(2000 CL44),9.598
33783,(2000 CD45),8.161
33784,(2000 CE48),4.402
33785,(2000 CL48),3.109
33786,(2000 CM49),4.895
33787,(2000 CN53),5.692
33788,(2000 CD54),7.529
33789,(2000 CE54),10.357
33790,(2000 CX55),4.015
33791,(2000 CA58),6.028
33792,(2000 CD58),7.53
33793,(2000 CC62),3.654
33794,(2000 CA63),3.547
33795,(2000 CP63),3.476
33796,(2000 CZ63),3.596
33797,(2000 CF64),5.012
33798,(2000 CT65),5.34
33799,(2000 CE71),8.154
33800,(2000 CT75),15.678
33801,(2000 CN76),8.591
33802,(2000 CC77),4.824
33803,(2000 CO82),4.309
33804,(2000 CR82),9.201
33805,(2000 CT83),5.252
33806,(2000 CC84),4.75
33807,(2000 CA86),7.229
33808,(2000 CW86),4.569
33809,(2000 CN91),6.981
33810,(2000 CQ92),7.137
33811,(2000 CT92),5.264
33812,(2000 CC94),9.941
33813,(2000 CG94),4.587
33814,(2000 CO94),3.997
33815,(2000 CC99),1.767
33816,(2000 CK100),3.734
33817,(2000 CZ101),5.137
33818,(2000 CP116),3.428
33819,(2000 DE2),7.597
33820,(2000 DN4),4.64
33821,(2000 DT9),5.179
33822,(2000 DH12),5.278
33823,Jamieson (2000 DB15),5.647
33824,Jimhamilton (2000 DR15),5.649
33825,(2000 DC16),5.056
33826,(2000 DJ16),11.514
33827,(2000 DL16),5.765
33828,(2000 DM23),7.278
33829,(2000 DS24),7.082
33830,(2000 DQ25),4.356
33831,(2000 DC30),6.511
33832,(2000 DR34),6.883
33833,(2000 DV37),3.363
33834,(2000 DE38),3.193
33835,(2000 DW39),5.639
33836,(2000 DE42),4.126
33837,(2000 DG44),8.142
33838,(2000 DR45),4.211
33839,(2000 DM48),6.009
33840,(2000 DW51),3.676
33841,(2000 DX55),4.048
33842,(2000 DS60),15.595
33843,(2000 DG61),7.379
33844,(2000 DT66),4.561
33845,(2000 DB68),7.003
33846,(2000 DD69),3.638
33847,(2000 DC71),9.966
33848,(2000 DQ71),8.572
33849,(2000 DX73),7.693
