,name,size
126532,(2011 HC42),2.692
126533,(2011 KM9),3.352
126534,(2011 KX11),3.957
126535,(2011 KF27),2.482
126536,(2011 QS48),2.384
126537,(2011 QM55),2.509
126538,(2011 QX58),2.382
126539,(2011 UG29),4.935
126540,(2011 UB38),3.153
126541,(2011 UK85),3.331
126542,(2011 UL127),3.171
126543,(2011 UL138),4.075
126544,(2011 UJ145),2.816
126545,(2011 UN175),3.332
126546,(2011 UJ208),3.434
126547,(2011 UB244),2.831
126548,(2011 UG249),3.272
126549,(2011 UY311),2.704
126550,(2011 UL312),3.45
126551,(2011 UY317),2.625
126552,(2011 UH340),3.225
126553,(2011 UX359),3.074
126554,(2011 UA395),3.963
126555,(2011 WH11),3.93
126556,(2011 WS23),3.012
126557,(2011 WP49),3.895
126558,(2011 WZ92),3.14
126559,(2011 WU113),4.496
126560,(2011 WR130),4.524
126561,(2011 WE136),3.98
126562,(2011 WZ140),3.757
126563,(2011 WQ151),3.71
126564,(2012 AJ6),4.756
126565,(2012 BZ),4.396
126566,(2012 BE2),4.02
126567,(2012 BN32),5.36
126568,(2012 BK65),4.419
126569,(2012 BW67),3.004
126570,(2012 BJ103),3.601
126571,(2012 BE128),4.215
126572,(2012 TY18),1.529
126573,(2012 TQ79),7.068
126574,(2012 TD127),2.192
126575,(2012 TQ230),2.867
126576,(2012 UG98),1.842
126577,(2012 UF125),4.189
126578,(2012 UT131),2.787
126579,(2012 US133),4.143
126580,(2012 VF14),1.782
126581,(2012 WD9),2.691
126582,(2012 XO54),3.694
126583,(2012 XR120),2.215
126584,(2012 XG149),3.064
126585,(2013 AL12),4.372
126586,(2013 AP13),4.212
126587,(2013 AY32),4.161
126588,(2013 AX68),4.322
126589,(2013 AC87),4.609
126590,(2013 AK90),4.391
126591,(2013 BW23),3.319
126592,(2013 BD26),4.126
126593,(2013 CS6),3.639
126594,(2013 CL14),4.841
126595,(2013 CY24),3.384
126596,(2013 CA55),6.373
126597,(2013 CY56),3.823
126598,(2013 CM124),4.813
126599,(2013 CV127),3.499
126600,(2013 CD156),4.568
126601,(2013 DN7),3.423
126602,(2013 DC8),4.618
126603,(2013 DU8),3.66
126604,(2013 EE3),4.464
126605,(2013 ET119),4.679
126606,(2013 GC12),5.334
126607,(2013 GM46),5.318
126608,(2013 XU8),2.174
126609,(2013 YT1),2.349
126610,(2013 YN11),1.349
126611,(2013 YR13),3.482
126612,(2013 YA16),1.981
126613,(2013 YR47),2.088
126614,(2013 YR72),3.443
126615,(2013 YG95),1.751
126616,(2013 YJ121),2.34
126617,(2014 AD28),2.37
126618,(2014 BV15),2.487
126619,(2014 BY17),2.125
126620,(2014 BE34),1.577
126621,(2014 BV37),3.84
126622,(2014 BG55),2.227
126623,Garyzema (2014 BY63),2.017
126624,(2014 CK),2.062
126625,(2014 CU5),3.739
126626,(2014 CV9),2.087
126627,(2014 CB21),2.407
126628,(2014 DD4),4.868
126629,(2014 DS4),2.186
126630,(2014 DM16),2.069
126631,(2014 DU26),1.592
126632,(2014 DO39),2.347
126633,(2014 DA77),3.192
126634,(2014 DB125),4.843
126635,(2014 DR136),2.217
126636,(2014 EO17),1.37
126637,(2014 EY34),4.995
126638,(2014 EB36),3.727
126639,(2014 EP44),3.641
126640,(2014 ES50),2.217
126641,(2014 FW5),3.459
126642,(2014 FB20),4.367
126643,(2014 FL31),3.341
126644,(2014 FK35),5.448
126645,(2014 FR62),3.116
126646,(2014 GH18),3.809
126647,(2014 GV18),3.267
126648,(2014 GZ22),2.729
126649,(2014 GM38),3.661
126650,(2014 GS39),3.117
126651,(2014 HK1),4.606
126652,(2014 HO6),3.14
126653,(2014 HY27),2.256
126654,(2014 HQ36),2.979
126655,(2014 HK40),2.724
126656,(2014 HN45),4.756
126657,(2014 HD52),3.263
126658,(2014 HH100),4.428
126659,(2014 HV167),3.83
126660,(2014 JS10),2.833
126661,(2014 JJ17),4.084
126662,(2014 JO27),4.601
126663,(2014 JB53),4.201
126664,(2014 MX28),5.644
126665,(2015 DP210),2.049
126666,(2015 DE213),2.23
126667,(2015 FX43),2.749
126668,(2015 FS45),2.548
126669,(2015 FT69),2.68
126670,(2015 FA142),2.626
126671,(2015 FK300),2.702
126672,(2015 FY332),2.278
126673,(2015 FZ333),2.24
126674,(2015 FB343),3.903
126675,(2015 HH7),3.158
126676,(2015 HB61),2.722
126677,(2015 HA71),1.878
126678,(2015 HP81),2.979
126679,(2015 HS154),4.492
126680,(2015 HB155),1.997
126681,(2015 HY175),2.928
126682,(2015 HD180),3.28
126683,(2015 KV7),2.679
126684,(2015 KM8),1.99
126685,(2015 KJ14),4.889
126686,(2015 KR24),2.936
126687,(2015 KS48),3.136
126688,(2015 KE51),6.985
126689,(2015 KL54),2.821
126690,(2015 KA60),2.376
126691,(2015 KZ80),2.494
126692,(2015 KZ113),2.894
126693,(2015 KL117),1.955
126694,(2015 KD126),2.275
126695,(2015 KH132),4.609
126696,(2015 KY134),2.29
126697,(2015 KE138),4.243
126698,(2015 KK144),4.32
126699,(2015 KR158),2.201
126700,(2015 KT159),3.299
126701,(2015 KX159),3.675
126702,(2015 LP2),3.006
126703,(2015 LP3),3.41
126704,(2015 LA4),3.59
126705,(2015 LE8),3.275
126706,(2015 LP14),2.892
126707,(2015 LQ14),2.427
126708,(2015 MN),3.956
126709,(2015 MY),3.214
126710,(2015 ME6),3.143
126711,(2015 MP6),2.839
126712,(2015 MC9),2.9
126713,(2015 MV9),1.924
126714,(2015 MM13),4.582
126715,(2015 MW49),2.461
126716,(2015 MG50),4.202
126717,(2015 MM63),5.135
126718,(2015 MB66),2.559
126719,(2015 MQ69),4.169
126720,(2015 MK70),4.653
126721,(2015 MM75),2.743
126722,(2015 MB81),4.938
126723,(2015 MG93),3.622
126724,(2015 MG104),4.575
126725,(2015 MF107),1.853
126726,(2015 MV112),3.504
126727,(2015 ML128),3.648
126728,(2015 NX3),3.893
126729,(2015 NG9),2.511
126730,(2015 NQ9),2.549
126731,(2015 NT14),3.301
126732,(2015 NU21),2.681
126733,(2015 OC24),3.935
126734,(2015 OQ51),3.201
126735,(2015 PN1),3.084
126736,(2015 PJ5),2.791
126737,(2015 PZ12),4.102
126738,(2015 PJ41),6.246
126739,(2015 PA49),2.578
126740,(2015 PY264),4.627
126741,(2015 PO288),5.086
126742,(2015 TZ297),1.801
126743,(2016 JK18),2.836
126744,(2016 JG34),3.705
126745,(2016 NQ26),3.469
126746,(2016 NY41),2.343
126747,(2016 NH46),1.719
126748,(2016 PX25),5.436
126749,(2016 PU28),2.917
126750,(2016 PH30),3.038
126751,(2016 PJ30),5.006
126752,(2016 PS35),5.499
126753,(2016 PN57),4.987
126754,(1999 VL88),4.484
126755,(2001 RM145),2.924
126756,(2002 FB27),1.556
126757,(2002 NR73),1.623
126758,(2002 UA63),3.565
126759,(2003 AT55),1.273
126760,(2003 BM24),1.105
126761,(2003 GY55),1.855
126762,(2003 HE33),1.344
126763,(2003 QH5),0.537
126764,(2003 UN317),3.091
126765,(2004 JU30),3.294
126766,(2004 RK246),3.127
126767,(2005 MW29),4.363
126768,(2005 MX36),2.657
126769,(2005 RK),3.104
126770,(2005 SV19),3.546
126771,(2005 TH102),3.536
126772,(2005 TM141),3.146
126773,(2005 UV2),2.262
126774,(2005 UX113),3.697
126775,(2005 UA131),3.78
126776,(2005 UU182),2.701
126777,(2005 UW196),3.179
126778,(2005 UX279),3.758
126779,(2005 UG515),3.853
126780,(2005 WK5),3.008
126781,(2005 WP29),4.602
126782,(2005 WN55),3.254
126783,(2005 WW140),1.485
126784,(2005 WP154),2.541
126785,(2005 WV203),3.789
126786,(2005 XG81),3.568
126787,(2005 YO153),1.088
126788,(2005 YM214),2.553
126789,(2005 YM218),2.915
126790,(2005 YY218),3.746
126791,(2005 YA223),3.369
126792,(2005 YA248),3.142
126793,(2006 AB68),1.673
126794,(2006 BB27),0.216
126795,(2006 BA242),1.531
126796,(2006 MP8),2.911
126797,(2007 OP4),1.482
126798,(2007 TY445),2.563
126799,(2008 FU101),3.961
126800,(2008 GS19),2.734
126801,(2008 GL103),4.571
126802,(2008 TZ21),4.674
126803,(2008 TT173),4.18
126804,(2009 AO15),2.435
126805,(2009 BH96),2.977
126806,(2009 DA98),2.725
126807,(2009 SK66),1.32
126808,(2009 SN158),1.363
126809,(2009 UQ121),1.302
126810,(2009 UU127),1.248
126811,(2009 WL234),1.757
126812,(2010 AE),0.413
126813,(2010 AH30),1.855
126814,(2010 AF80),5.123
126815,(2010 BA4),1.986
126816,(2010 BN62),2.842
126817,(2010 CA12),1.001
126818,(2010 CO68),1.479
126819,(2010 CD134),2.54
126820,(2010 CT139),1.698
126821,(2010 DJ23),2.677
126822,(2010 DR79),1.93
126823,(2010 EG109),1.475
126824,(2010 EM127),1.449
126825,(2010 HG8),2.051
126826,(2010 HP21),12.84
126827,(2010 HW22),12.968
126828,(2010 HM103),2.289
126829,(2010 JS57),1.545
126830,(2010 JF118),2.099
126831,(2010 LD46),2.521
126832,(2010 LM101),3.424
126833,(2010 LV114),2.284
126834,(2010 LF132),2.893
126835,(2010 MV1),4.457
126836,(2010 MM11),2.601
126837,(2010 MR28),3.723
126838,(2010 MX45),3.172
126839,(2010 MG59),3.56
126840,(2010 MU71),5.376
126841,(2010 MS74),3.144
126842,(2010 MX79),3.432
126843,(2010 MD80),3.775
126844,(2010 MC83),4.313
126845,(2010 MG100),3.773
126846,(2010 MX108),3.35
126847,(2010 NT1),0.383
126848,(2010 NN17),3.157
126849,(2010 NF20),3.665
126850,(2010 NZ32),3.011
126851,(2010 NM52),2.165
126852,(2010 NC67),4.0
126853,(2010 NQ77),3.426
126854,(2010 NH98),3.884
126855,(2010 OW21),4.076
126856,(2010 OG24),1.684
126857,(2010 OZ42),3.012
126858,(2010 OF80),2.681
126859,(2010 OG110),3.675
126860,(2010 OD124),4.081
126861,(2010 PX2),4.188
126862,(2010 PR70),3.337
126863,(2010 RP182),3.001
126864,(2010 SJ26),2.345
126865,(2010 TD159),2.059
126866,(2011 AP21),5.45
126867,(2011 OD41),2.321
126868,(2011 UF207),3.745
126869,(2011 WH17),3.25
126870,(2011 YH35),4.705
126871,(2011 YC47),2.917
126872,(2011 YJ60),3.508
126873,(2011 YF69),4.479
126874,(2012 AD14),4.309
126875,(2012 BP133),4.473
126876,(2012 DK5),3.897
126877,(2012 FH44),5.365
126878,(2012 OG3),2.696
126879,(2012 VP43),1.734
126880,(2012 XA46),3.437
126881,(2012 XL105),4.051
126882,(2013 CB134),3.641
126883,(2013 DR10),3.699
126884,(2013 GM95),4.355
126885,(2013 WR57),3.02
126886,(2014 FC14),2.217
126887,(2014 HL164),4.493
126888,(2014 JW),2.19
126889,(2014 JB17),4.56
126890,(2014 JH29),3.357
126891,(2014 JR38),4.232
126892,(2014 JM59),3.211
126893,(2014 JL67),2.814
126894,(2014 KV2),4.826
126895,(2014 KB42),2.91
126896,(2014 KK69),2.617
126897,(2014 KA94),2.223
126898,(2014 OD52),3.638
126899,(2014 SP140),4.996
126900,(2015 KT131),3.427
126901,(2015 LE20),3.173
126902,(2015 MH3),2.744
126903,(2015 MY4),4.35
126904,(2015 MJ49),4.814
126905,(2015 MY108),3.267
126906,(2015 MS109),2.533
126907,(2015 MN118),3.408
126908,(2015 MC121),4.264
126909,(2015 OC15),3.348
126910,(2015 OL24),4.047
126911,(2015 OA25),3.195
126912,(2015 OO43),2.518
126913,(2015 OB50),5.183
126914,(2015 OH69),3.649
126915,(2015 PF2),3.209
126916,(2015 PK5),3.008
126917,(2015 PD9),3.17
126918,(2015 PL22),3.193
126919,(2015 PB36),3.156
126920,(2015 PC51),3.846
126921,(2015 PS140),2.513
126922,(2015 PZ175),2.446
126923,(2015 PS306),2.007
126924,(2015 PO310),2.671
126925,(2015 RN4),3.929
126926,(2015 RG53),1.712
126927,(2015 RY103),5.727
126928,(2015 SK3),4.226
126929,(2015 TV341),6.211
126930,(2015 TP345),2.529
126931,(2016 OG),2.767
126932,(2016 PQ6),4.245
126933,(2016 PQ78),4.729
126934,(2016 QD75),3.255
126935,(2016 TM5),2.71
126936,(2016 TJ9),2.543
126937,(2016 TX16),4.389
126938,(2002 TC378),1.482
126939,(2003 AH9),0.919
126940,(2003 CR1),0.202
126941,(2003 ST344),2.435
126942,(2004 BJ79),1.671
126943,(2004 CG7),3.161
126944,(2004 RR174),2.51
126945,(2005 OH17),2.373
126946,(2005 UU191),3.288
126947,(2005 UU335),1.517
126948,(2005 VK97),3.078
126949,(2005 WW100),1.886
126950,(2005 WZ166),2.148
126951,(2005 YJ14),3.297
126952,(2006 AB4),3.457
126953,(2006 BW230),1.828
126954,(2006 BL277),1.319
126955,(2006 DW25),1.461
126956,(2006 FJ20),4.507
126957,(2006 FR44),1.862
126958,(2006 GF6),4.55
126959,(2006 OW4),1.51
126960,(2006 PL21),2.137
126961,(2006 QT5),2.467
126962,(2006 SJ286),1.554
126963,(2006 SZ316),2.054
126964,(2006 XT18),3.174
126965,(2007 DM115),12.046
126966,(2007 EK71),1.279
126967,(2007 RJ52),2.255
126968,(2007 XH16),0.452
126969,(2008 AP29),2.665
126970,(2008 QR42),3.92
126971,(2008 UT37),1.579
126972,(2008 WV2),2.33
126973,(2009 JP4),1.825
126974,(2009 RH47),0.952
126975,(2009 RO73),4.446
126976,(2009 SM19),0.941
126977,(2009 SM42),3.707
126978,(2009 SZ76),4.295
126979,(2009 SV108),4.111
126980,(2009 SA172),3.218
126981,(2009 SL240),2.1
126982,(2009 SK271),3.84
126983,(2009 SC337),3.669
126984,(2009 SK361),4.69
126985,(2009 TU6),1.298
126986,(2009 TJ7),2.981
126987,(2009 TY7),0.988
126988,(2009 TG39),3.239
126989,(2009 TK39),4.724
126990,(2009 TY45),1.219
126991,(2009 UP24),3.778
126992,(2009 UE88),3.563
126993,(2009 UG140),5.101
126994,(2009 VN),4.601
126995,(2009 VK18),3.682
126996,(2009 VE83),4.242
126997,(2009 VR92),4.437
126998,(2009 WD9),1.564
126999,(2009 WO32),4.006
127000,(2009 WC142),4.2
127001,(2009 WD142),4.286
127002,(2009 WU232),3.188
127003,(2009 YJ12),1.487
127004,(2010 BQ5),5.276
127005,(2010 CA43),1.057
127006,(2010 CB103),1.83
127007,(2010 CE150),1.982
127008,(2010 DR6),1.23
127009,(2010 DX36),1.681
127010,(2010 DB52),1.755
127011,(2010 DV78),1.487
127012,(2010 EX21),0.925
127013,(2010 EU69),1.654
127014,(2010 EN80),1.291
127015,(2010 FZ5),2.182
127016,(2010 FH15),1.788
127017,(2010 GT110),1.723
127018,(2010 GX114),1.465
127019,(2010 HL17),3.238
127020,(2010 HZ108),0.356
127021,(2010 HY111),2.038
127022,(2010 JE34),1.81
127023,(2010 KY7),3.978
127024,(2010 KO57),1.785
127025,(2010 KY116),2.044
127026,(2010 KJ123),2.591
127027,(2010 LB13),2.975
127028,(2010 LT102),2.807
127029,(2010 LM109),2.117
127030,(2010 MA46),4.753
127031,(2010 MA54),2.983
127032,(2010 MM61),2.995
127033,(2010 MS82),2.923
127034,(2010 MK92),4.07
127035,(2010 MH97),2.546
127036,(2010 NA12),3.383
127037,(2010 NU69),4.69
127038,(2010 NY74),1.683
127039,(2010 NY79),2.227
127040,(2010 OO3),2.545
127041,(2010 OC22),3.306
127042,(2010 OL22),2.87
127043,(2010 OE27),1.932
127044,(2010 OP63),3.172
127045,(2010 OC99),2.401
127046,(2010 OW118),2.479
127047,(2010 PF49),2.221
127048,(2010 UR77),2.592
127049,(2010 VQ19),2.843
127050,(2010 VX136),4.769
127051,(2011 AN15),3.318
127052,(2011 AN51),3.391
127053,(2011 BS134),3.322
127054,(2011 CN45),3.17
127055,(2011 EN30),5.028
127056,(2011 QP31),2.361
127057,(2011 SY173),2.467
127058,(2011 WN88),3.497
127059,(2012 BD15),3.149
127060,(2012 DK22),4.094
127061,(2012 DR52),3.292
127062,(2012 HK7),3.773
127063,(2012 HU51),3.216
127064,(2012 JV23),5.285
127065,(2012 KA17),5.357
127066,(2012 TQ124),5.943
127067,(2012 UX40),1.922
127068,(2013 CG84),2.243
127069,(2013 ES29),2.459
127070,(2013 EY94),2.88
127071,(2013 EG113),3.084
127072,(2013 GO114),3.747
127073,(2013 HB10),3.249
127074,(2013 JK28),6.18
127075,(2013 JD35),3.251
127076,(2013 PK72),4.612
127077,(2013 QJ13),4.308
127078,(2014 KH15),2.164
127079,(2014 KQ30),2.564
127080,(2014 KP44),2.605
127081,(2014 KZ51),2.96
127082,(2014 KB67),1.655
127083,(2014 KF94),2.247
127084,(2014 KJ94),1.584
127085,(2014 MB7),2.905
127086,(2014 MB60),4.294
127087,(2014 NE5),2.236
127088,(2014 NX15),1.995
127089,(2014 NY20),2.322
127090,(2014 OO93),1.606
127091,(2014 OO130),2.999
127092,(2014 PC11),3.267
127093,(2014 PJ57),4.04
127094,(2014 QV23),4.216
127095,(2014 QW227),4.739
127096,(2014 QY241),3.667
127097,(2014 QR251),1.957
127098,(2014 SE152),4.034
127099,(2014 SK263),4.573
127100,(2014 SS331),3.121
127101,(2014 TW66),5.093
127102,(2014 UE93),4.312
127103,(2014 VO3),3.908
127104,(2015 MN7),2.706
127105,(2015 MT82),2.517
127106,(2015 OV40),3.319
127107,(2015 PD308),3.13
127108,(2015 RZ26),2.016
127109,(2015 RS63),2.979
127110,(2015 RR220),2.395
127111,(2015 SE4),4.07
127112,(2015 TY70),2.624
127113,(2015 TX99),2.744
127114,(2015 TM183),2.761
127115,(2015 TG197),2.528
127116,(2015 TJ209),2.918
127117,(2015 TN251),2.871
127118,(2015 VK25),1.995
127119,(2015 VC42),3.726
127120,(2015 VF111),2.442
127121,(2015 VA124),4.372
127122,(2015 VK141),5.608
127123,(2015 WY13),2.594
127124,(2015 XN84),3.0
127125,(2015 XT198),4.146
127126,(2015 XU364),3.516
127127,(2016 AO184),4.392
127128,(2016 AX186),4.064
127129,(2016 CR48),3.172
127130,(2016 UX79),2.913
127131,(2016 UX146),2.343
127132,(2016 UK147),2.564
127133,(2016 VQ6),2.892
127134,(2016 WK10),2.661
127135,(2016 WV29),2.798
127136,(2016 WL31),4.52
127137,(2016 WK36),2.619
127138,(2016 WT41),4.01
127139,(2016 WR46),4.135
127140,(2016 WF47),4.101
127141,(2016 WM47),2.837
127142,(2016 WN53),3.232
127143,(2016 WS55),2.834
127144,(2016 XQ5),4.029
127145,(2016 YL10),4.191
127146,(2000 JA3),0.766
127147,(2000 SD164),1.875
127148,(2002 OX32),3.553
127149,(2002 QY156),2.594
127150,(2002 RM44),5.343
127151,(2002 RS189),5.109
127152,(2002 RC263),3.372
127153,(2002 TW208),2.315
127154,(2002 UZ70),1.807
127155,(2003 SM240),4.161
127156,(2003 SZ351),2.4
127157,(2003 UD97),8.09
127158,(2003 XG30),4.233
127159,(2004 RF249),3.746
127160,(2004 SH9),1.025
127161,(2004 XK50),1.039
127162,(2005 AQ34),4.241
127163,(2005 AR48),3.81
127164,(2005 ED174),3.466
127165,(2005 GB120),0.209
127166,(2005 MY17),2.282
127167,(2005 SO153),2.42
127168,(2005 UG74),2.48
127169,(2005 UM76),2.039
127170,(2005 UG365),1.927
127171,(2005 WY8),1.597
127172,(2005 YW17),1.38
127173,(2006 BL51),1.488
127174,(2006 BU57),1.268
127175,(2006 DT33),2.068
127176,(2006 DJ165),1.494
127177,(2006 FQ37),4.994
127178,(2006 HM63),1.499
127179,(2006 HS96),3.855
127180,(2006 JT),1.52
127181,(2006 SO31),1.301
127182,(2006 SW185),2.251
127183,(2006 SS408),2.216
127184,(2006 TO10),2.165
127185,(2006 TT81),2.577
127186,(2006 UF7),2.855
127187,(2006 UX284),2.172
127188,(2006 UN334),2.437
127189,(2006 VP14),2.421
127190,(2006 VG57),2.51
127191,(2007 YA71),6.768
127192,(2008 SA156),3.425
127193,(2008 TP177),3.699
127194,(2008 VS13),2.347
127195,(2008 WY103),4.759
127196,(2009 HC37),1.496
127197,(2009 SO43),2.004
127198,(2009 SU73),2.325
127199,(2009 SE88),1.675
127200,(2009 SR107),1.614
127201,(2009 SL158),3.733
127202,(2009 SY204),3.385
127203,(2009 ST270),6.082
127204,(2009 SV271),2.593
127205,(2009 SW287),3.157
127206,(2009 SB291),2.596
127207,(2009 SU323),2.413
127208,(2009 TR6),2.593
127209,(2009 TM7),3.301
127210,(2009 TA34),1.743
127211,(2009 UA5),2.086
127212,(2009 UM19),1.295
127213,(2009 UA38),3.668
127214,(2009 UF53),1.853
127215,(2009 UD71),3.979
127216,(2009 UF78),3.331
127217,(2009 UU109),4.036
127218,(2009 UF117),2.82
127219,(2009 UA123),3.406
127220,(2009 UO137),2.84
127221,(2009 UR137),2.069
127222,(2009 UF141),3.588
127223,(2009 VC),3.208
127224,(2009 VZ17),1.523
127225,(2009 VP24),3.257
127226,(2009 VW27),3.878
127227,(2009 VQ37),2.752
127228,(2009 VL41),1.487
127229,(2009 VC89),2.161
127230,(2009 VV103),5.272
127231,(2009 WL5),2.724
127232,(2009 WJ44),3.501
127233,(2009 WD59),3.468
127234,(2009 WF83),2.039
127235,(2009 WL104),4.991
127236,(2009 WZ104),0.237
127237,(2009 WE119),4.128
127238,(2009 WG155),2.852
127239,(2009 WO167),2.911
127240,(2009 WK176),3.568
127241,(2009 XT15),3.841
127242,(2010 AY91),2.182
127243,(2010 BO81),3.9
127244,(2010 BF122),4.012
127245,(2010 CA128),1.992
127246,(2010 DD60),5.088
127247,(2010 ED1),3.837
127248,(2010 ER123),4.338
127249,(2010 FX31),2.582
127250,(2010 GA31),2.398
127251,(2010 GW117),1.092
127252,(2010 GN132),1.815
127253,(2010 HG43),1.195
127254,(2010 HH61),1.63
127255,(2010 JN31),1.558
127256,(2010 JE41),4.526
127257,(2010 JW96),1.76
127258,(2010 JB113),1.423
127259,(2010 JW148),1.838
127260,(2010 JK163),1.449
127261,(2010 JJ176),1.4
127262,(2010 KO53),4.085
127263,(2010 KR84),1.515
127264,(2010 LJ8),2.9
127265,(2010 LT28),3.695
127266,(2010 LB37),3.195
127267,(2010 LY44),1.887
127268,(2010 MH17),2.294
127269,(2010 MG35),2.121
127270,(2010 MW65),2.013
127271,(2010 MN114),3.56
127272,(2010 NU30),3.032
127273,(2010 OC24),1.853
127274,(2010 OE70),2.379
127275,(2010 OA71),2.593
127276,(2010 OV76),2.276
127277,(2010 OW103),2.013
127278,(2010 OM125),1.808
127279,(2010 PQ35),2.901
127280,(2010 PF41),1.335
127281,(2010 QZ1),3.301
127282,(2011 BN33),2.838
127283,(2011 BS67),4.837
127284,(2011 BX70),2.76
127285,(2011 BU90),6.612
127286,(2011 BG116),2.258
127287,(2011 BS124),3.714
127288,(2011 CW47),4.744
127289,(2011 CT60),3.165
127290,(2011 CD74),4.604
127291,(2011 CV87),2.859
127292,(2011 CO98),5.977
127293,(2011 FE22),2.716
127294,(2011 FN27),3.676
127295,(2011 GG58),4.252
127296,(2011 QL65),3.693
127297,(2011 WT20),2.472
127298,(2011 WK38),2.861
127299,(2012 JN54),4.151
127300,(2012 LM23),4.022
127301,(2012 LU26),8.773
127302,(2012 UK165),3.731
127303,(2013 BD13),2.055
127304,(2013 HH52),2.554
127305,(2013 WC109),1.506
127306,(2013 YZ21),4.4
127307,(2014 FL43),2.569
127308,(2014 MO46),2.551
127309,(2014 MJ54),2.155
127310,(2014 MO56),2.13
127311,(2014 ND30),1.527
127312,(2014 NZ36),1.679
127313,(2014 NK37),1.658
127314,(2014 NB39),1.084
127315,(2014 NE54),2.546
127316,(2014 ON34),1.114
127317,(2014 OL37),1.939
127318,(2014 OC42),1.271
127319,(2014 OM146),2.331
127320,(2014 PO),3.69
127321,(2014 PB42),1.446
127322,(2014 PN57),4.11
127323,(2014 QX25),2.485
127324,(2014 QV128),4.075
127325,(2014 QX134),1.707
127326,(2014 QP167),4.98
127327,(2014 QV262),2.64
127328,(2014 QJ301),3.802
127329,(2014 QL332),4.591
127330,(2014 QA337),4.278
127331,(2014 QY353),2.879
127332,(2014 QE406),2.643
127333,(2014 QD432),3.88
127334,(2014 RH50),2.513
127335,(2014 SL135),5.349
127336,(2014 SD186),2.209
127337,(2014 SC208),3.439
127338,(2014 SE293),3.521
127339,(2014 SU309),3.369
127340,(2014 SQ317),2.797
127341,(2014 SY320),3.889
127342,(2014 SW347),3.881
127343,(2014 TK16),4.787
127344,(2014 TG32),4.736
127345,(2014 TL67),2.894
127346,(2014 TN84),4.153
127347,(2014 UJ12),2.323
127348,(2014 UT31),4.202
127349,(2014 UJ48),3.399
127350,(2014 UK48),3.116
127351,(2014 UL62),2.653
127352,(2014 UH90),3.392
127353,(2014 UM183),4.075
127354,(2014 UF184),3.922
127355,(2014 UM184),3.823
127356,(2014 VL11),3.935
127357,(2014 VD29),3.411
127358,(2014 WH19),3.677
127359,(2014 WD67),4.055
127360,(2014 WX117),4.211
127361,(2014 WA173),4.234
127362,(2014 WT179),3.529
127363,(2014 WL216),3.021
127364,(2014 WF321),3.097
127365,(2014 WA322),4.704
127366,(2014 WO336),3.086
127367,(2014 XC4),4.139
127368,(2014 YN20),4.622
127369,(2015 AZ208),4.372
127370,(2015 DV104),2.368
127371,(2015 MB51),1.477
127372,(2015 MO91),2.145
127373,(2015 NH8),3.59
127374,(2015 OC19),3.855
127375,(2015 TL121),2.226
127376,(2015 TR256),2.376
127377,(2015 TH321),2.101
127378,(2015 UL66),2.588
127379,(2015 VF83),2.249
127380,(2015 VN112),3.284
127381,(2015 XV165),2.647
127382,(2016 AB11),3.469
127383,(2016 AW27),2.852
127384,(2016 AP44),3.462
127385,(2016 AL46),3.907
127386,(2016 AJ53),2.789
127387,(2016 AD64),3.566
127388,(2016 AT66),2.454
127389,(2016 AM81),5.993
127390,(2016 AU115),3.766
127391,(2016 AZ118),4.22
127392,(2016 AR122),5.447
127393,(2016 AK155),3.877
127394,(2016 AU166),3.493
127395,(2016 BC54),2.291
127396,(2016 CD199),4.063
127397,(2016 CL239),3.89
127398,(2016 CU259),4.864
127399,(2016 ED76),3.909
127400,(2016 GA247),2.895
127401,(2016 HK1),3.707
127402,(2016 HQ14),2.15
127403,(2016 PB24),4.126
127404,(2016 QO57),4.211
127405,(2016 RL3),4.128
127406,(2016 SQ4),2.148
127407,(2016 TU1),2.928
127408,(2016 TQ3),3.265
127409,(2016 TO22),4.605
127410,(2016 TL35),3.033
127411,(2016 UX8),2.741
127412,(2016 UO81),2.305
127413,(2016 UW118),3.198
127414,(2016 UP142),2.753
127415,(2016 VH9),3.136
127416,(2016 WX32),2.605
127417,(2016 WG33),3.131
127418,(2016 WY35),2.708
127419,(2016 WP45),2.971
127420,(2016 YD11),1.611
127421,(2017 AA6),3.813
127422,(2017 BD35),1.507
127423,(2017 DN7),5.155
127424,(2017 DH107),2.116
127425,(2004 YK36),3.812
127426,(2006 JE27),1.856
127427,(2008 UB121),4.964
127428,(2008 UG290),5.102
127429,(2008 XG14),5.04
127430,(2009 TL40),2.493
127431,(2009 VQ67),4.438
127432,(2009 VT96),3.55
127433,(2009 WY135),4.457
127434,(2010 BK86),3.158
127435,(2010 CC2),2.642
127436,(2010 CY108),4.117
127437,(2010 CM229),3.01
127438,(2010 HD76),3.639
127439,(2010 JF46),1.184
127440,(2010 KD50),1.522
127441,(2010 KJ125),1.312
127442,(2010 LV1),1.295
127443,(2010 MX63),2.291
127444,(2010 MQ77),1.926
127445,(2010 MW85),5.004
127446,(2010 OB57),2.244
127447,(2011 HW12),3.348
127448,(2013 PO38),2.876
127449,(2013 RU50),2.515
127450,(2013 VO22),5.318
127451,(2013 WW39),5.913
127452,(2014 QB255),1.396
127453,(2014 SM215),2.477
127454,(2014 UY172),3.282
127455,(2014 VJ33),1.925
127456,(2014 WK397),2.738
127457,(2015 AW256),4.517
127458,(2016 AZ77),4.082
